"RECTYPE","MIBOMD","bomItem","bomRev","bomEntry","lineNbr","dType","partId","qty","lead","cmnt","opCode","srcLoc","altItems",
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",21,38,0,"LABOR-1750",20.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",22,39,0,"LABOR-1800",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",23,12,0,"RVTHRD-0005",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",24,13,0,"WLDELLC-0041",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",25,14,0,"WLDTEEC-0041",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",26,15,0,"FLGASMEWC-0269",10.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",27,16,0,"WLDELLC-0018",11.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",28,17,0,"WLDTEEC-0018",6.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",29,19,0,"FLGASMEWC-0250",25.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",30,20,0,"GSKCG-0208",14.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",31,22,0,"GSKCG-0204",45.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",32,23,0,"STUDCS-0010",320.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",33,24,0,"STUDCS-0010-1",48.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",34,25,0,"NUTCS-0002",704.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",35,26,0,"STUDCS-0004",108.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",36,27,0,"STUDCS-0004-3",24.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",37,28,0,"NUTCS-0006",264.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",38,29,0,"VLVBL-0011",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",39,40,0,"PIPECC-0041",7.590000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",40,41,0,"PIPECC-0041",0.920000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",41,42,0,"PIPECC-0041",3.830000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",42,43,0,"PIPECC-0041",6.280000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",43,44,0,"PIPECC-0041",1.560000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",44,45,0,"CUPLET-0004",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",45,46,0,"CUPLET-0006",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",46,18,0,"WLDCAPC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",47,21,0,"FLGASMESC-0037",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",48,48,0,"PIPECC-0018",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",49,49,0,"PIPECC-0018",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",50,50,0,"PIPECC-0018",0.420000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",51,51,0,"PIPECC-0018",0.490000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",52,52,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",53,53,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",54,54,0,"PIPECC-0018",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",55,55,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",56,56,0,"PIPECC-0018",1.180000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",57,57,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",58,58,0,"PIPECC-0018",2.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",59,59,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",60,60,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",61,61,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",62,62,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",63,63,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",64,64,0,"PIPECC-0018",2.230000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",65,65,0,"PIPECC-0018",3.240000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",70,67,0,"PLT36-0004",2.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",71,68,0,"PLT36-0004",0.300000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",72,69,0,"UBOLT-0005",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",73,70,0,"PLT36-0004",1.060000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",74,71,0,"BEAM-0001",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",75,72,0,"VLVINST-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",76,66,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",77,47,0,"CUPLET-0002",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-SKDASY","0",1,1,0,"0616-PEN51-PIP",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-SKDASY","0",2,2,0,"EFC-PEN50",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-SKDASY","0",3,3,0,"SKD-0005",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",1,1,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",4,2,0,"LABOR-1300",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",6,3,0,"LABOR-1500",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",7,4,0,"LABOR-1600",25.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",9,5,0,"LABOR-1700",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",10,6,0,"LABOR-1725",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",11,7,0,"LABOR-1750",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",12,8,0,"LABOR-1800",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",13,9,0,"LABOR-1990",250.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",14,10,0,"LABOR-1998",600.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0618-R190","0",15,11,0,"FLGASMEIC-0185",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-ARCH1","0",1,1,0,"LABOR-1725",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-ARCH1","0",2,2,0,"LABOR-1750",12.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-J59","0",1,1,0,"PLT36-0002",1.778000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-J59","0",2,2,0,"LABOR-1250",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-KMI33A","0",1,1,0,"LABOR-1200",0.230000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-KMI33A","0",2,2,0,"PLT36-0002",0.833000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-KMI33B","0",1,1,0,"LABOR-1200",0.230000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-KMI33B","0",2,2,0,"PLT36-0002",0.833000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-1","0",1,1,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-1","0",2,2,0,"LABOR-1200",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-1","0",3,3,0,"LABOR-1500",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-1","0",4,4,0,"LABOR-1800",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-1","0",5,5,0,"PLT70-0003",2.377000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",1,1,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",2,2,0,"LABOR-1200",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",3,3,0,"LABOR-1500",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",4,4,0,"LABOR-1600",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",5,5,0,"LABOR-1800",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",6,6,0,"PLT70-0006",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",7,7,0,"PIPECC-0005",6.667000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0619-PEN212-2","0",8,8,0,"OS-0619-PEN212",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",2,1,0,"PRESGA-0004",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",3,2,0,"INSTSGA-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",5,3,0,"VLVGLB-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",6,4,0,"VLVCHEK-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",7,5,0,"VLVBL-0008",18.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",8,6,0,"VLVBL-0009",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",10,7,0,"VLVBL-0010",15.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",11,8,0,"BLDRING-0002",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",12,9,0,"BLDRING-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",13,28,0,"LABOR-1100",3.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",14,29,0,"LABOR-1250",6.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",15,30,0,"LABOR-1300",23.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",16,31,0,"LABOR-1400",1.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",17,32,0,"LABOR-1500",3.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",18,33,0,"LABOR-1600",149.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",19,34,0,"LABOR-1700",79.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",20,35,0,"LABOR-1725",12.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",21,36,0,"LABOR-1750",20.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",22,37,0,"LABOR-1800",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",23,10,0,"RVTHRD-0005",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",24,11,0,"WLDELLC-0041",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",25,12,0,"WLDTEEC-0041",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",26,13,0,"FLGASMEWC-0269",10.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",27,14,0,"WLDELLC-0018",11.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",28,15,0,"WLDTEEC-0018",6.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",29,17,0,"FLGASMEWC-0250",25.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",30,18,0,"GSKCG-0208",14.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",31,20,0,"GSKCG-0204",45.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",32,21,0,"STUDCS-0010",320.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",33,22,0,"STUDCS-0010-1",48.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",34,23,0,"NUTCS-0002",704.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",35,24,0,"STUDCS-0004",108.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",36,25,0,"STUDCS-0004-3",24.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",37,26,0,"NUTCS-0006",264.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",38,27,0,"VLVBL-0011",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",39,38,0,"PIPECC-0041",7.590000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",40,39,0,"PIPECC-0041",1.550000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",41,40,0,"PIPECC-0041",3.830000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",42,41,0,"PIPECC-0041",5.950000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",43,42,0,"PIPECC-0041",0.920000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",44,43,0,"CUPLET-0004",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",45,45,0,"CUPLET-0006",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",46,16,0,"WLDCAPC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",47,19,0,"FLGASMESC-0037",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",48,46,0,"PIPECC-0018",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",49,47,0,"PIPECC-0018",0.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",50,48,0,"PIPECC-0018",0.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",51,49,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",52,50,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",53,51,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",54,52,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",55,53,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",56,54,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",57,55,0,"PIPECC-0018",0.770000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",58,56,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",59,57,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",60,58,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",61,59,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",62,60,0,"PIPECC-0018",1.120000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",63,61,0,"PIPECC-0018",1.130000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",64,62,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",65,63,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",66,64,0,"PIPECC-0018",1.180000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",67,65,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",68,66,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",69,67,0,"PIPECC-0018",1.770000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",70,69,0,"PLT36-0004",2.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",71,70,0,"PLT36-0004",0.300000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",72,71,0,"UBOLT-0005",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",73,72,0,"PLT36-0004",1.060000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",74,73,0,"BEAM-0001",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",75,74,0,"VLVINST-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",76,68,0,"PIPECC-0018",3.740000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-PIP","0",77,44,0,"CUPLET-0002",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-SKDASY","0",1,1,0,"0716-PEN54-PIP",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-SKDASY","0",2,2,0,"EFC-PEN54",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0716-PEN54-SKDASY","0",3,3,0,"SKD-0004",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0721-DBW5-1","0",1,1,0,"LABOR-1250",0.083000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0721-DBW5-1","0",2,2,0,"PLT36-0002",0.444000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0721-DBW5-2","0",1,1,0,"LABOR-1250",0.040000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0721-DBW5-2","0",2,2,0,"PLT36-0005",0.111000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",1,1,0,"FLGASMEWC-1010",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",2,2,0,"FLGASMEWC-1014",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",3,3,0,"FLGASMEBC-0393",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",4,4,0,"FLGASMEBC-0394",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",5,5,0,"STUDCS-0003",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",6,6,0,"STUDCS-0005",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",7,7,0,"NUTCS-0005",16.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",8,8,0,"NUTCS-0007-D",16.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",9,9,0,"GSKRTJ-0404",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",10,10,0,"GSKRTJ-0405",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",11,11,0,"LABOR-1500",10.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",12,12,0,"LABOR-1700",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",13,13,0,"LABOR-1725",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0816-R144","0",14,14,0,"LABOR-1750",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",1,1,0,"LABOR-1100",3.611000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",2,2,0,"LABOR-1250",4.983000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",3,3,0,"LABOR-1600",158.134000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",4,4,0,"LABOR-1700",38.772000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",5,5,0,"LABOR-1725",3.293000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",6,6,0,"LABOR-1750",3.293000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",7,7,0,"LABOR-1800",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",8,8,0,"LABOR-1990",225.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0817-R175","0",9,9,0,"LABOR-1998",600.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-FUI19","0",7,1,0,"LABOR-1500",20.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-FUI19","0",8,2,0,"PLT70-0008",5.590000,0,"","","",0,
"<TBLNAME>","MIBOMD","0819-K532","0",1,1,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",3,2,0,"LABOR-1250",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",4,3,0,"LABOR-1300",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",6,4,0,"LABOR-1500",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",7,5,0,"LABOR-1600",26.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",9,6,0,"LABOR-1700",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",10,7,0,"LABOR-1725",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",11,8,0,"LABOR-1750",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",12,9,0,"LABOR-1800",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",13,10,0,"LABOR-1990",500.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",14,11,0,"LABOR-1998",600.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",15,12,0,"PWHT-0819-K532",0.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",16,13,0,"SSNZL-0011",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",17,14,0,"SSNZL-0007",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",18,15,0,"HUBW-0002",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0819-K532","0",19,16,0,"LSKD-111",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN56","0",1,1,0,"PLT36-0007",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN56","0",2,2,0,"PLT36-0011",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN56","0",3,3,0,"PLT36-0006",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN56","0",4,4,0,"LABOR-1250",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN56","0",5,5,0,"LABOR-1500",39.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN57","0",1,1,0,"PLT36-0007",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN57","0",2,2,0,"PLT36-0011",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN57","0",3,3,0,"PLT36-0006",4.428000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN57","0",4,4,0,"LABOR-1250",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0916-PEN57","0",5,5,0,"LABOR-1500",39.000000,0,"","","NTPV",0,
